gene	log2_fold_change	p_value	q_value
458_gene	-0.2370902277826	0.206400900949496	0.44087368962631
3202_gene	0.290387895657726	0.206498078482928	0.440990110155524
2732_gene	0.238719079548256	0.206685166463566	0.441177556098087
2821_gene	0.742912059387198	0.206713927484705	0.441177556098087
7929_gene	0.372024239799973	0.206697463053756	0.441177556098087
910_gene	0.278563099129929	0.206964413841299	0.441347555228225
2272_gene	-0.428241883371636	0.206912693636037	0.441347555228225
2724_gene	0.553476288407838	0.20695347381588	0.441347555228225
5124_gene	-0.56503999095932	0.206926376268367	0.441347555228225
3605_gene	-0.450849919296877	0.207345116958824	0.442068173850316
278_gene	-0.495521889711921	0.207579316680881	0.442476208453016
3554_gene	-0.655258421419955	0.207812899061836	0.442703789264326
8335_gene	0.483689391386724	0.207814600514926	0.442703789264326
9255_gene	-0.304090433647478	0.207796309360664	0.442703789264326
5966_gene	-1.14769036421271	0.207908506531013	0.442812552863045
733_gene	-0.199909315482185	0.207951852698397	0.442813609269572
2251_gene	1.58438816119974	0.208076645321604	0.442988061959921
3770_gene	-0.57858432931045	0.208120934500393	0.442991089006603
7570_gene	-0.440094457756229	0.208206511006574	0.44308197791226
10347_gene	-0.525519831991002	0.208304477128343	0.443199190167654
4286_gene	1.31356601186894	0.208385116619705	0.443279496736935
4999_gene	-5.36311587370051	0.208528126278911	0.44349241756869
589_gene	1.69735504328317	0.208651757005513	0.443531637468109
2248_gene	0.347194962070008	0.209081527907183	0.443531637468109
2735_gene	-0.316959103558677	0.209171712274171	0.443531637468109
4294_gene	0.359565979304206	0.209202260578786	0.443531637468109
6071_gene	-0.435015307549123	0.209006975533865	0.443531637468109
6624_gene	-0.3635811456947	0.209233281658315	0.443531637468109
6632_gene	-0.380120319730893	0.208869905924164	0.443531637468109
7550_gene	-5.35867624050934	0.208910716128676	0.443531637468109
7661_gene	-0.371379442840571	0.208755517285709	0.443531637468109
9366_gene	-1.23810175400347	0.209115463106609	0.443531637468109
9748_gene	0.511555703752217	0.209202968478579	0.443531637468109
9863_gene	0.428553835843661	0.208619561611388	0.443531637468109
10767_gene	-1.11915698890907	0.209189577776003	0.443531637468109
6939_gene	-5.35867949123496	0.208910469181217	0.443531637468109
9437_gene	-5.35867949123496	0.208910469181217	0.443531637468109
10525_gene	-5.36016757873767	0.208782163165633	0.443531637468109
3550_gene	-0.264901287073347	0.209366057626533	0.443631092785031
7726_gene	-0.392026021438707	0.209323553818991	0.443631092785031
9249_gene	-0.36979597577206	0.209759607316873	0.444373879051367
8694_gene	0.612228021258839	0.209822881568067	0.44441681863587
3179_gene	0.443004701433643	0.209966884174639	0.444630692840312
2562_gene	-1.09309802114545	0.210084779557515	0.444789205479893
1980_gene	-0.384448453114522	0.210361640020534	0.445101799339106
9783_gene	0.463581474958396	0.210297321455419	0.445101799339106
9830_gene	-0.923566668328621	0.210346546764362	0.445101799339106
6888_gene	1.02108433580187	0.210428344132591	0.445151792889701
8774_gene	0.35524260196018	0.210561116962083	0.445341502801099
3126_gene	-0.323747657716317	0.210659023637917	0.445457407463522
7285_gene	-0.358738426686252	0.210881475967587	0.445836573782538
5014_gene	-2.24028996940486	0.211222925070111	0.446467111408167
2689_gene	0.60174173399123	0.211305006133479	0.446549270630547
4358_gene	0.314222140576798	0.211528988954099	0.446931214854153
1115_gene	-0.510533333288305	0.211653203212117	0.447102248976701
4293_gene	0.370369265632256	0.21172978678015	0.447172617328034
2400_gene	-0.633704265643424	0.211788417052784	0.447205047368914
2589_gene	0.466880869365159	0.211952140722918	0.447288384945654
4617_gene	0.673415152367279	0.211957733799	0.447288384945654
8384_gene	-1.26825769022259	0.211957652146004	0.447288384945654
7931_gene	0.371142249744192	0.212239208133833	0.44779093035015
2136_gene	-0.358934275584247	0.212525590810898	0.4483036242988
7455_gene	0.402472293072137	0.212636153436218	0.448445308083649
2396_gene	4.8750393719488	0.213024739233451	0.449173159607934
6867_gene	0.388381294152472	0.213190669420614	0.449431329619059
8262_gene	0.86354832501272	0.213239208811124	0.449441971008393
10567_gene	2.33844342273278	0.213294990144124	0.44946786870909
1092_gene	-1.5727778211479	0.21340105171783	0.44959968775781
3014_gene	0.484806463686215	0.21350566635456	0.449636754862039
4619_gene	0.388234601307711	0.213464077995846	0.449636754862039
1689_gene	0.463281569265927	0.213682473524418	0.449917416748438
2906_gene	-0.366358847001945	0.213801625272822	0.450076593108443
10266_gene	0.899747811143835	0.213930519819455	0.450256210145468
4759_gene	0.225790979364885	0.214145534308348	0.450525234434542
5260_gene	0.499457748307252	0.214102664655538	0.450525234434542
1585_gene	0.291316965797177	0.214327462277925	0.450606943396018
3823_gene	-2.62726877414758	0.214228956627652	0.450606943396018
9113_gene	-0.722906498011891	0.214318065364824	0.450606943396018
9359_gene	0.290502930543744	0.214358789794351	0.450606943396018
9068_gene	5.1134497580294	0.214519028824687	0.450852073189815
9267_gene	-0.398035336727296	0.214592276361212	0.450914311491818
865_gene	-0.890461311175321	0.214636332781922	0.450915198814471
1532_gene	-0.258643297283196	0.214709927588969	0.450978128395205
793_gene	-0.362862493531762	0.215080354182982	0.451664373120694
6481_gene	0.453750770458695	0.215253099910335	0.451843496744547
7376_gene	0.347776910799725	0.215228181805812	0.451843496744547
2921_gene	-0.291552284421853	0.21537552781275	0.45191689429786
8361_gene	0.343361379336622	0.215363815695598	0.45191689429786
3272_gene	-0.532228345109278	0.215459121187323	0.452000519356435
5655_gene	-0.374171190680864	0.215547819700027	0.45209481810028
2284_gene	-0.440893270039044	0.215828901541686	0.452559086231698
9066_gene	-0.281119177934742	0.215856757890076	0.452559086231698
1038_gene	-0.296038254376372	0.215989034979194	0.452731680439865
3197_gene	0.395700693778316	0.216070509766732	0.452731680439865
9909_gene	0.295178972657558	0.216052682020438	0.452731680439865
3024_gene	-0.354162332223468	0.216200903993082	0.452913063422767
2418_gene	-0.454407209543166	0.216598008325267	0.453193727077002
7492_gene	4.97318331632389	0.216381737047676	0.453193727077002
7548_gene	0.450087031912007	0.216553987702168	0.453193727077002
8688_gene	0.704037905106459	0.216587990933991	0.453193727077002
9014_gene	-0.376132746105059	0.216543614010832	0.453193727077002
9331_gene	-0.364329158431102	0.216589163358735	0.453193727077002
9696_gene	0.573420022235181	0.216693745995374	0.453302261359553
1057_gene	0.273988136940181	0.216988392575556	0.453551385290411
5111_gene	1.6527087436173	0.2169688041562	0.453551385290411
5636_gene	0.47876368390341	0.216889019212737	0.453551385290411
6179_gene	-0.323807444068524	0.216949439712996	0.453551385290411
4844_gene	0.578341235928072	0.217134553068395	0.453708279651143
7192_gene	-0.302903816813706	0.217151262933477	0.453708279651143
9745_gene	0.628104260777848	0.217346820762016	0.454025074945355
4517_gene	0.379738965345382	0.21754772871198	0.454352916028617
323_gene	0.608035725788967	0.217650945906241	0.454456421542462
9525_gene	-3.49540686173809	0.21768524159427	0.454456421542462
2546_gene	-0.502978170864251	0.218208705468441	0.455181421540345
3503_gene	-0.289505891796964	0.218208297878569	0.455181421540345
6636_gene	0.605167561144927	0.218140219588678	0.455181421540345
9351_gene	1.15373703511466	0.218172658519429	0.455181421540345
3901_gene	0.633236922231439	0.218507322720838	0.455528479523329
6224_gene	-0.266973977544763	0.218500148568247	0.455528479523329
7404_gene	-1.33566631100835	0.218476052724754	0.455528479523329
3969_gene	0.831536305266244	0.218809347368453	0.456066114502943
551_gene	-0.795468249938605	0.219027606938055	0.456428975619653
4775_gene	0.537966141041679	0.219134591984433	0.45654231222459
8131_gene	0.450700823843365	0.219170351359221	0.45654231222459
8360_gene	0.340307299499613	0.219358189485759	0.456841501440112
1449_gene	0.365364034637331	0.219429375092384	0.456878332831877
2744_gene	1.53751769035818	0.219464296901242	0.456878332831877
6646_gene	-0.283536871287436	0.219553380392539	0.456888348972547
10110_gene	-0.340320517146199	0.219557532513806	0.456888348972547
6321_gene	2.13931922532092	0.219657307638294	0.457003949493483
2483_gene	0.272653436045591	0.219961545072027	0.457452728270141
9445_gene	1.82984895199365	0.219960789593553	0.457452728270141
6122_gene	5.21727793323761	0.220105439749641	0.457659882167563
1521_gene	0.389702608795378	0.220400788233189	0.458181803581126
9383_gene	4.07784329211575	0.220664818419712	0.458638421872346
9239_gene	-0.450530946125758	0.22075777343	0.458647131207402
97_gene	5.21033395495213	0.220724009754838	0.458647131207402
9850_gene	-0.375031122656747	0.22084262784751	0.458731199231391
678_gene	0.256779186795029	0.221527034066475	0.460060363754612
2989_gene	0.521323179930026	0.22171057582607	0.460150430328875
3247_gene	0.681445859993401	0.221748513938242	0.460150430328875
8563_gene	4.35271216375525	0.221747981121713	0.460150430328875
10434_gene	-0.401138494931557	0.221691759772514	0.460150430328875
2508_gene	-0.404278741104925	0.221836441067795	0.460240470185624
3594_gene	-1.59541253684442	0.221885664689783	0.460250192473748
2813_gene	3.86121271101341	0.222072909377223	0.460546145997234
9416_gene	4.00799607159367	0.222312290881252	0.460950083059162
5070_gene	-0.652745726674757	0.222498312737089	0.461243242492492
9911_gene	0.658733920974273	0.2226163718123	0.461395424450123
1078_gene	-0.285101544211661	0.222857200266462	0.461801946571811
5005_gene	0.43790747850543	0.222919666391343	0.461838779568591
4501_gene	0.205724334740273	0.222973596483183	0.461857916628024
9647_gene	-0.330410094949927	0.223099072310956	0.462025213078442
3536_gene	2.47564392995709	0.223192960026181	0.462034464925993
7673_gene	0.317350606222917	0.223185335039445	0.462034464925993
10558_gene	0.323349452011019	0.223420282105603	0.462412416438874
2505_gene	-0.394520574507812	0.223583299907733	0.462657152832702
3492_gene	1.03372825004099	0.223747778365966	0.46284129391495
8942_gene	-0.646589464577338	0.223806652379815	0.46284129391495
9264_gene	-0.337040132190682	0.22377608175815	0.46284129391495
6298_gene	-0.565167985978972	0.224075734015819	0.463288225636175
6847_gene	-0.384613024400421	0.224112428871225	0.463288225636175
592_gene	0.933969437689677	0.224165855449927	0.46330599004391
7037_gene	-0.979596205307073	0.224245777893474	0.463378498050621
6102_gene	-0.300340560875006	0.224330410066718	0.463460707242996
470_gene	-0.390331990631154	0.224433670710174	0.463581361806703
6132_gene	0.354807313594937	0.224706909905933	0.463960281112471
9045_gene	0.874575564571924	0.224662652098032	0.463960281112471
3127_gene	0.297033078678836	0.224928505923485	0.464248812081563
4929_gene	-0.348450735287118	0.225018483768436	0.464248812081563
7320_gene	0.278449731008793	0.225028017531401	0.464248812081563
8032_gene	-0.279990042327094	0.225116198697572	0.464248812081563
9985_gene	-0.382951759649865	0.225037469617876	0.464248812081563
10339_gene	0.338790978709168	0.22508821221318	0.464248812081563
6024_gene	-0.334620687019064	0.225231911857975	0.464332035237109
7601_gene	-0.236013958070928	0.225246418873972	0.464332035237109
8410_gene	1.68414808140156	0.225465271651302	0.464690490076696
6002_gene	5.15625279188077	0.225584326582377	0.464843156710326
4613_gene	-0.403664108687007	0.225647857369216	0.464881371222782
754_gene	-1.47072517606488	0.225760366810098	0.464950715307376
3112_gene	-0.280450123749143	0.225852261387517	0.464950715307376
5300_gene	-0.400194608484597	0.225845445186947	0.464950715307376
6617_gene	-0.332631057471274	0.225861485469618	0.464950715307376
2046_gene	-0.657462240018114	0.226112755202102	0.465316003779071
5638_gene	-0.703313838505857	0.226128988869605	0.465316003779071
9419_gene	-4.07924486617306	0.226197796391406	0.465364926917936
563_gene	0.38422402413398	0.226253690676583	0.465387268999166
7795_gene	0.433525122101222	0.226303382287307	0.465396846280005
8489_gene	-0.236585500505199	0.226363240374795	0.465427323126369
8906_gene	-0.231298269545652	0.22665077898881	0.465925830529214
10782_gene	-0.501896173373367	0.226751722461935	0.466040632442649
8207_gene	-0.386203991120011	0.226885135296549	0.466222109396408
6154_gene	-0.378613747879358	0.227256664834327	0.466707149125187
6262_gene	-0.298357190324959	0.227216842551805	0.466707149125187
9630_gene	-0.482726363572831	0.227167935554724	0.466707149125187
2911_gene	1.00869982592283	0.227686901450262	0.467404934363729
10319_gene	-0.311094325570101	0.227662422340825	0.467404934363729
9368_gene	3.30554036402528	0.227751693292554	0.467445084108293
1062_gene	0.255093281241604	0.228044914492189	0.467927751515613
2825_gene	0.813609068978097	0.228077422526044	0.467927751515613
9203_gene	0.239819443909699	0.228285007844776	0.468260673098037
9631_gene	-0.763675817168865	0.22839006146005	0.468383190142519
548_gene	-0.325394840672243	0.228688839597266	0.468902870713918
9354_gene	-0.600416070629491	0.228792291205025	0.469021927655768
5456_gene	0.489111112607506	0.22894987461607	0.46922509607267
6983_gene	3.91816869984031	0.22898221013107	0.46922509607267
4365_gene	0.975310303417485	0.229150362379561	0.469476575105151
9859_gene	-0.334959911590825	0.229204101705395	0.469493595049266
3565_gene	-0.547212194157917	0.229258714273152	0.46951239661093
2659_gene	-0.213478026209177	0.229640946835291	0.470202010024946
3118_gene	-0.380538152739256	0.229816989814481	0.470376069071668
4359_gene	0.336641079980614	0.229781277166434	0.470376069071668
3215_gene	0.164056762309805	0.23006920969739	0.470799052081748
1363_gene	0.304345188787863	0.231172018526613	0.472774913804476
2915_gene	0.23498591338201	0.231156679657097	0.472774913804476
6530_gene	0.374633136314356	0.23114815910411	0.472774913804476
957_gene	0.403831302551807	0.231261409186504	0.472864147711383
729_gene	-0.278290615483035	0.231683092965281	0.473538979965034
4385_gene	0.224103515873021	0.231679547523172	0.473538979965034
794_gene	-0.913236033514488	0.231756502646166	0.473595352648899
6392_gene	-0.316714017516441	0.23188133451562	0.473663117391662
7046_gene	0.370224403544375	0.231847645351221	0.473663117391662
5907_gene	0.320042281296756	0.232032270784832	0.473784130861579
9386_gene	0.316621345020221	0.232025730025591	0.473784130861579
832_gene	-0.434580005053447	0.232084344806596	0.473796842993158
5351_gene	0.892843728953047	0.232495881100862	0.474543242207448
82_gene	0.386588661952913	0.232565937796195	0.474559484923363
2290_gene	-0.247911633210304	0.232779371886639	0.474559484923363
2662_gene	-1.22000494863047	0.232721657086591	0.474559484923363
3036_gene	-0.664554833786975	0.232635532655806	0.474559484923363
9021_gene	-0.680051056622736	0.232721817283428	0.474559484923363
10445_gene	0.223092232509217	0.232746261798409	0.474559484923363
7434_gene	0.708842862125482	0.232854222960683	0.474618449719073
2992_gene	-0.377331513255695	0.233031971749665	0.474887082638737
1101_gene	0.293087710485977	0.23331474400893	0.475275884996705
3512_gene	0.499702108790944	0.233290831994217	0.475275884996705
1063_gene	0.23797915830801	0.233376541351984	0.475308076139417
2121_gene	0.891367943692644	0.233524988559459	0.475495554366152
5007_gene	0.229555254219131	0.233560618730655	0.475495554366152
1018_gene	-0.270250229319605	0.233940718789697	0.476084674867289
8903_gene	5.06517991621179	0.233942130731188	0.476084674867289
2811_gene	5.06251926311165	0.234189579522004	0.476400613145746
4954_gene	0.495264334057107	0.23418379607831	0.476400613145746
1750_gene	-0.391216783194109	0.234284061314986	0.476499013900623
5130_gene	-0.44233483926559	0.23452828973147	0.476901878411061
2487_gene	0.844330944746631	0.234701057276569	0.476982558023799
3719_gene	-1.48707977954986	0.234669720054447	0.476982558023799
6042_gene	-0.343484265779316	0.234706435799402	0.476982558023799
3800_gene	-0.386825816953147	0.234866593676034	0.477214191712178
7019_gene	-1.26010948064032	0.235196694487148	0.477790965368624
1362_gene	0.468707185682781	0.235292105074972	0.47789084391603
4006_gene	-0.313274168266586	0.235531298623879	0.478266922711374
4012_gene	0.255137321716961	0.235586367351014	0.478266922711374
4478_gene	-0.253675980836353	0.235662393114604	0.478266922711374
4500_gene	-0.635198225314359	0.235648693919444	0.478266922711374
2314_gene	0.551759786115187	0.235737808674309	0.478302700628629
3284_gene	0.215612537331633	0.235846890608809	0.478302700628629
3353_gene	-0.648167447270139	0.235946033164276	0.478302700628629
4415_gene	0.812352316611769	0.235845618348113	0.478302700628629
5715_gene	0.334664543864667	0.23600401301581	0.478302700628629
7522_gene	0.473587950014955	0.235990402047466	0.478302700628629
10762_gene	0.835985298095488	0.235934336739974	0.478302700628629
3239_gene	0.339503694985138	0.236205260489037	0.478461618347714
3519_gene	-0.258037128216362	0.236267729867525	0.478461618347714
7156_gene	2.59210934348245	0.236268615970482	0.478461618347714
8155_gene	0.353220877031189	0.236232718375548	0.478461618347714
10335_gene	0.455590749882919	0.236313924912592	0.478461618347714
1159_gene	-0.482978030903676	0.236400202607235	0.478542545297388
1883_gene	0.329833882829324	0.236602336012986	0.478857920164159
2969_gene	0.858827453393453	0.236732480289099	0.478966521842093
10547_gene	-0.481155899551884	0.236748693010394	0.478966521842093
406_gene	-0.318403156527622	0.236830545421647	0.479038335562204
2819_gene	0.499180125482402	0.236978281538178	0.479186902239124
8746_gene	0.518013892130561	0.236996734792352	0.479186902239124
9425_gene	-0.362625776761626	0.237232216349012	0.479569194786911
3471_gene	0.413260379137456	0.237304736610614	0.479621973036198
7830_gene	-2.91912406662152	0.237462177643935	0.479752520776623
4767_gene	5.02764800451257	0.237449988760383	0.479752520776623
126_gene	-0.215846937182919	0.237567224241755	0.479870933407798
9978_gene	-0.600959737535754	0.237683901219397	0.4800127878056
8770_gene	0.324124472026946	0.237839994138427	0.48023417339322
1470_gene	-0.312276374707974	0.238095401350235	0.480368841273196
4704_gene	2.04296976017712	0.237961489071118	0.480368841273196
5008_gene	-1.20914583766412	0.238139111074374	0.480368841273196
10336_gene	0.44727153053024	0.238005103065299	0.480368841273196
8430_gene	-5.03592203191898	0.238127483458736	0.480368841273196
665_gene	0.298530755514381	0.238329968386751	0.480660010403725
3909_gene	-1.67941386837683	0.2386182685892	0.480959857148585
7447_gene	-0.521408257996824	0.238551501208053	0.480959857148585
7584_gene	0.289909640570635	0.23861775814013	0.480959857148585
3156_gene	-0.407620826832982	0.238815548239199	0.481116808877505
5549_gene	-0.250745860857498	0.238824676703883	0.481116808877505
6648_gene	-0.380293395496512	0.238868624860105	0.481116808877505
10388_gene	-0.732640002397784	0.238882363687873	0.481116808877505
412_gene	-0.198454620745056	0.239138327726288	0.481538479875966
9797_gene	-0.851718453713135	0.239224794673474	0.481618746961949
5385_gene	-0.592761019201469	0.239407579811794	0.481892857377305
2372_gene	4.52292382429054	0.239532187570193	0.481955924133639
2420_gene	0.451662310132198	0.239507237922118	0.481955924133639
7611_gene	0.381857629586994	0.239915618982638	0.482633444922441
8850_gene	-0.490043777586958	0.240202990762413	0.483023488332123
9910_gene	0.32037563361877	0.240157692696054	0.483023488332123
2577_gene	-0.799717017397709	0.240380016886485	0.483285426946486
1435_gene	0.277936651010443	0.240688474557893	0.48344458441545
5061_gene	4.7212960503162	0.240739871434285	0.48344458441545
5807_gene	-0.361687896980778	0.240705129143543	0.48344458441545
6172_gene	0.364420899394629	0.240705259016678	0.48344458441545
8514_gene	4.21590155402597	0.240543929355348	0.48344458441545
9846_gene	0.775243978367807	0.240667316862644	0.48344458441545
1579_gene	-1.13399350966758	0.241232331254493	0.484339403766063
5705_gene	0.349899529343373	0.241405804074541	0.484593546873797
382_gene	-0.345438782093228	0.241587576154091	0.484864247810522
2208_gene	-0.23500634210645	0.24176432226626	0.484897207740453
4171_gene	0.327769866382019	0.241728558654366	0.484897207740453
9465_gene	0.567098415945407	0.241791688744586	0.484897207740453
9702_gene	1.04189963414034	0.2417046624095	0.484897207740453
3430_gene	-0.4093495807356	0.242000626640603	0.484968555615636
3504_gene	-0.388597797762755	0.241922800909456	0.484968555615636
9561_gene	0.658344496528632	0.241974715983575	0.484968555615636
9680_gene	-0.725137315597626	0.242014983676198	0.484968555615636
6827_gene	0.468414120356399	0.242204660782987	0.485254549153041
8684_gene	-0.27241975191088	0.242335316853522	0.485422206699805
7288_gene	-0.19939044482558	0.242605682013447	0.485775453967634
7979_gene	-0.329249089730254	0.242565372204269	0.485775453967634
7158_gene	1.52457556316446	0.242836607277956	0.486143645798218
2101_gene	-1.50917775265402	0.243480807040352	0.487338884360835
407_gene	3.98116717005808	0.243860451210794	0.487898688976432
2855_gene	0.826208874561827	0.243949344488216	0.487898688976432
6359_gene	0.293410039838185	0.243894763876154	0.487898688976432
8186_gene	-0.322871053572574	0.243913832045747	0.487898688976432
8705_gene	0.175290823929044	0.244087464197103	0.488080467301251
10022_gene	-2.30640992618593	0.244244768761898	0.488206081312467
10680_gene	-0.637625308244965	0.244201089486501	0.488206081312467
2045_gene	0.702871752688928	0.244402212858053	0.488230086714092
2872_gene	0.65911610079719	0.244445758530938	0.488230086714092
8192_gene	-0.401659102333354	0.244349129384344	0.488230086714092
9568_gene	0.381874283077719	0.244354933262769	0.488230086714092
2168_gene	-0.281615227543404	0.244535276924929	0.488314502752119
4318_gene	-0.345162431502894	0.244614148880023	0.488377630318037
18_gene	-0.881162367296384	0.244880988901594	0.488627174996924
4320_gene	-0.236938523332375	0.244797519864169	0.488627174996924
9067_gene	-0.260751952896185	0.244863447072342	0.488627174996924
635_gene	0.264307097660865	0.245135031220471	0.488788040599927
4281_gene	0.282640927356864	0.245144323758349	0.488788040599927
6860_gene	4.94752449134866	0.245063452592326	0.488788040599927
10327_gene	0.575838558478388	0.245150804570295	0.488788040599927
6680_gene	-0.306813616001239	0.245362280604952	0.48911531785717
3804_gene	1.66106311003991	0.245804036504661	0.489901429747188
7543_gene	0.37266867341871	0.245974387441615	0.490146417242895
5451_gene	-0.220181359227118	0.246204275555718	0.490509925504684
4860_gene	-0.29822492086778	0.246658190742838	0.491224849322893
10338_gene	0.438431362835058	0.246616586642139	0.491224849322893
4641_gene	-0.234498450360009	0.24691261735877	0.491636799187964
3456_gene	2.59176508273652	0.247087891614389	0.491891017519379
2269_gene	0.27112634976864	0.247170316641391	0.491960333623292
6821_gene	-0.302371560314858	0.247266998322235	0.4920579935802
833_gene	0.296833840285346	0.24743163841362	0.49219606378563
1626_gene	0.460389874638754	0.247401901723756	0.49219606378563
10682_gene	-0.282658294261114	0.247771451561467	0.492777170984642
9190_gene	-0.279925950238615	0.247833762804762	0.492806254536158
1857_gene	-4.93155399528456	0.248175717490355	0.493107206453423
4025_gene	-0.417912215961008	0.24813273240665	0.493107206453423
5179_gene	-4.93155082822895	0.248175980333294	0.493107206453423
1975_gene	-4.9315563382832	0.248175523081344	0.493107206453423
7528_gene	0.558220808966292	0.248235057922191	0.493129774811211
2441_gene	1.50253666011543	0.248345525468897	0.493254403266497
9932_gene	0.557969350789108	0.248756573951874	0.493975871487062
1173_gene	-0.279262698380263	0.248956909334641	0.494228933585816
5384_gene	-0.589453586569418	0.249027487631251	0.494228933585816
5987_gene	0.666290635413624	0.249010163996255	0.494228933585816
7031_gene	-0.251699126331522	0.249129460806343	0.494241475901851
7644_gene	0.271447746336855	0.249091648292545	0.494241475901851
3352_gene	-0.420946713492986	0.249250166302944	0.494256560244792
3896_gene	0.840125110052266	0.249272630789042	0.494256560244792
4035_gene	-0.485900446900914	0.249280548867414	0.494256560244792
1624_gene	0.544412353833669	0.249512228833291	0.494526155113775
9646_gene	0.930914750169018	0.24948475061903	0.494526155113775
4446_gene	-0.991096442997412	0.249722631052389	0.494799290506266
7866_gene	0.76775101296715	0.249745800201343	0.494799290506266
6522_gene	-0.97277136976155	0.249811358638034	0.494834307104742
8429_gene	4.895128116995	0.250134629745826	0.49537969792897
6643_gene	0.417923230859386	0.250240293966826	0.495494002271158
2014_gene	4.89040161244513	0.250595689230628	0.496102653737415
6498_gene	0.402824843200675	0.250665159720251	0.496145137052111
7368_gene	-0.227034356821545	0.251287969069833	0.497282625884269
623_gene	0.1810821731829	0.251682804116837	0.497653937443683
1640_gene	4.40842543741845	0.251618367782951	0.497653937443683
3296_gene	0.308689198211927	0.251716385815573	0.497653937443683
9517_gene	-4.89569985361702	0.251696374345704	0.497653937443683
2673_gene	-4.89569846704832	0.251696491530791	0.497653937443683
7808_gene	0.658137277710848	0.251795697386316	0.497715519661475
633_gene	0.302730649968335	0.252291856377464	0.498001230649007
2544_gene	-0.364946308404219	0.252041804494344	0.498001230649007
3084_gene	0.564162555652726	0.2523292832059	0.498001230649007
5610_gene	4.83365739907301	0.252373954413475	0.498001230649007
7295_gene	0.601318572493995	0.252207091459007	0.498001230649007
8117_gene	0.274319548572192	0.252017599119842	0.498001230649007
8268_gene	0.564623006234919	0.252211077979778	0.498001230649007
10184_gene	1.17246795086708	0.252222294202422	0.498001230649007
8541_gene	-4.89007160605733	0.252252312964269	0.498001230649007
8251_gene	-0.419870791222569	0.252643170553992	0.498234981217576
9308_gene	-0.627109044029326	0.252685265779109	0.498234981217576
9591_gene	-0.936462319342751	0.252628092574464	0.498234981217576
9869_gene	0.830829521914449	0.252576133338323	0.498234981217576
2291_gene	-0.322678110044239	0.25286978449348	0.498393108337802
3017_gene	-0.501545034518911	0.25285777552993	0.498393108337802
3598_gene	0.376722512946537	0.252910147099229	0.498393108337802
1996_gene	0.223468383766462	0.252990932002287	0.498444566800397
3137_gene	-0.39706325093901	0.253080960131767	0.498444566800397
5959_gene	-0.285216387536994	0.253068758084759	0.498444566800397
6246_gene	0.88597617394441	0.253408142597174	0.498993853963261
2840_gene	0.441567307873346	0.253576962585768	0.499211547909658
3358_gene	-0.23072755099465	0.253658449462568	0.499211547909658
3923_gene	0.387330897302973	0.253672177395211	0.499211547909658
5618_gene	-0.539250041195767	0.253711926613269	0.499211547909658
8187_gene	0.962209496967132	0.253780984504588	0.49925236890737
1608_gene	-0.233090802867608	0.254146130806402	0.499875545442208
732_gene	0.30826985929908	0.254274296505762	0.500032460531027
5783_gene	-1.75147143004593	0.254328356591561	0.50004361434878
1124_gene	-0.364890783618522	0.254663363324426	0.500321807490958
3699_gene	-1.82260204374964	0.254631294370809	0.500321807490958
4632_gene	0.730269579175777	0.254589633667222	0.500321807490958
8836_gene	0.358234230280877	0.254663509522202	0.500321807490958
9033_gene	2.24332413612287	0.254781412532298	0.500458300153729
6881_gene	-0.410725843744619	0.254913423344862	0.500622447139074
7523_gene	-0.353703451711474	0.254987394236554	0.500672569264782
3370_gene	-0.220819971458881	0.255117899248755	0.500833657073828
10117_gene	0.219901727457282	0.255273842509403	0.501044613198892
6093_gene	0.613797456016924	0.255408871057538	0.501119284888664
9263_gene	0.630490130136348	0.255377724106286	0.501119284888664
3987_gene	-0.256490016193666	0.255635428875139	0.501468588078148
1093_gene	1.11002860632112	0.256024306917855	0.502025852635403
3372_gene	-0.310120670641138	0.256065247652526	0.502025852635403
8460_gene	0.402897552168648	0.255979556440862	0.502025852635403
5782_gene	-0.271263736233482	0.256457208791269	0.502698936959214
8013_gene	-0.285925640506736	0.257052098315522	0.503769464060801
3335_gene	0.375568529892876	0.257221715968234	0.503815241246348
6976_gene	0.273728254850272	0.257153872712824	0.503815241246348
10626_gene	2.1764502869342	0.257186999460953	0.503815241246348
4861_gene	-0.335816935310188	0.257308958740675	0.503847571645038
5720_gene	0.276360576815956	0.257335734772838	0.503847571645038
1667_gene	0.442260799802314	0.257439291099849	0.503954846415199
3371_gene	-0.299130333586183	0.257494302921645	0.503967069392478
5602_gene	-0.328367040737752	0.25771768057925	0.504301995965658
9199_gene	1.35570241051487	0.257763029097214	0.504301995965658
3662_gene	0.319689130362983	0.258103832767493	0.504873179598575
5624_gene	0.370794993461244	0.258216888672745	0.504903184019705
10455_gene	-0.238710020380879	0.258173375691289	0.504903184019705
5797_gene	0.579414611555928	0.258563825655055	0.505445875314119
9770_gene	-0.519416535601315	0.258690074950298	0.505445875314119
10301_gene	0.244915089744395	0.258683360679343	0.505445875314119
10298_gene	-0.371305134261768	0.258663534091186	0.505445875314119
6085_gene	-0.224777458853229	0.258878531270324	0.505622895888779
8969_gene	-0.459478085231404	0.258844478532938	0.505622895888779
435_gene	0.292426806513894	0.259011862704791	0.505787715266687
709_gene	-0.318628891561262	0.259508030274998	0.506605677171002
5827_gene	-0.24967067046398	0.259528784105214	0.506605677171002
6620_gene	-0.199467397897896	0.259666665307178	0.506683406209285
7928_gene	4.18375709901337	0.259624220339526	0.506683406209285
