	log2_fold_change	p_value	q_value
1778_gene	0.146168038679262	0.401541864543938	0.645737947979454
673_gene	-0.236057718546353	0.401720741581829	0.645827962586593
5653_gene	-0.251755017977927	0.401812451955753	0.645874922773487
3087_gene	0.387690631654569	0.401925649129218	0.645956400948886
6577_gene	-0.358534924582388	0.402110482237348	0.646052506753849
3913_gene	2.53782892988826	0.402086362136855	0.646052506753849
2774_gene	-0.511366522580089	0.402349924952886	0.646226839426743
6409_gene	-0.358331846161539	0.402406591030684	0.646226839426743
8849_gene	1.99431236708811	0.402287673927124	0.646226839426743
253_gene	-0.246173082962867	0.402778119258096	0.646622508064807
3148_gene	0.200858753583952	0.402777107705112	0.646622508064807
9678_gene	-0.375894555858388	0.402841738923695	0.646624189195009
7226_gene	-0.330348347759143	0.403608803791692	0.647754834350573
6188_gene	0.282333170517734	0.403805819562332	0.647970394310114
8042_gene	-0.577627556978871	0.403901865283446	0.648023890054205
1491_gene	-0.228463748104737	0.404247960950111	0.648478489360207
558_gene	0.305919818799649	0.404720247854404	0.648732595211325
1364_gene	0.327080965561884	0.404711857593028	0.648732595211325
1729_gene	1.10193579803464	0.404616778793683	0.648732595211325
2282_gene	0.371662024765178	0.404620289498774	0.648732595211325
10366_gene	0.540220750581522	0.40456781895276	0.648732595211325
3901_gene	0.427540336922015	0.405177186161521	0.649073194820154
7541_gene	-0.357166688181342	0.405052551732663	0.649073194820154
9156_gene	0.148359405805637	0.405082204639492	0.649073194820154
9313_gene	-0.466338660008765	0.405183973271223	0.649073194820154
9771_gene	0.590008614356049	0.405269915339526	0.649110245678653
2114_gene	-0.761415253188203	0.405418452755219	0.649111915177944
5528_gene	-0.483494923569993	0.405647837063979	0.649111915177944
5651_gene	-0.21611978612565	0.405422270923485	0.649111915177944
6980_gene	0.90455018859752	0.40549696719904	0.649111915177944
8260_gene	-0.544047364989712	0.405618150386446	0.649111915177944
10111_gene	0.226955719156191	0.405570090581305	0.649111915177944
3211_gene	-0.320484236212779	0.405734494423562	0.649150064309195
282_gene	0.445736420341601	0.406254539479352	0.649780902488721
7666_gene	0.187596062848725	0.40623942201359	0.649780902488721
6903_gene	0.300976007774315	0.406345769976513	0.649826243722886
503_gene	-0.277279089231371	0.406803329600684	0.650356684420401
505_gene	-0.394624875685311	0.406752082449298	0.650356684420401
5796_gene	0.204380209715887	0.407041520917133	0.650554148434134
10077_gene	0.467358795224677	0.407052750510462	0.650554148434134
1307_gene	0.203231704949458	0.407422951337183	0.650898305340498
1627_gene	-0.354177247917191	0.407343305812146	0.650898305340498
8884_gene	0.432389430518262	0.407457048311175	0.650898305340498
2775_gene	1.14545924238775	0.407578419104053	0.650971092168224
8065_gene	-0.1469086941301	0.407628598550472	0.650971092168224
8123_gene	0.221820311735516	0.407842049303878	0.651211331505914
332_gene	0.331694471485519	0.407918882574898	0.651233389854627
5724_gene	0.693514500431581	0.407985250827522	0.651238736801299
2862_gene	-0.212532719570835	0.40817294730238	0.651437720065297
2494_gene	-1.32126157033544	0.408332152221686	0.651591176815766
7653_gene	-0.219819846213741	0.408459128898328	0.651693166286139
3582_gene	-0.306788137945346	0.408824026433783	0.652074006662557
7886_gene	-0.281734769676554	0.408778115805693	0.652074006662557
6829_gene	-3.42416607556305	0.409275812865092	0.652593156943043
9971_gene	-0.322928657353218	0.409270259547771	0.652593156943043
431_gene	-0.223045821638029	0.409347920879936	0.652607438193962
6039_gene	-0.319240667287553	0.409572651756914	0.652864998188485
3083_gene	0.601051056984217	0.410370422952631	0.654035772793413
2389_gene	-3.5440776256255	0.410500180630523	0.654141691077228
2889_gene	0.195174375600025	0.410850694224969	0.654238159813173
3391_gene	-0.282211900739131	0.410759101234646	0.654238159813173
3360_gene	0.175061052048914	0.41087726506556	0.654238159813173
3565_gene	-0.376994312304447	0.41063609395069	0.654238159813173
10435_gene	-0.417966682132655	0.410793261966145	0.654238159813173
10741_gene	-1.62981707505179	0.41098346276722	0.654306440338385
10039_gene	0.215372960324751	0.411238680629567	0.654611910909726
10521_gene	-0.247888896167192	0.411518945208511	0.654957150744611
1947_gene	3.50544982170948	0.411908935823504	0.655079655145892
2192_gene	2.68135855717056	0.41187533398846	0.655079655145892
6306_gene	-0.744806842875493	0.411714664004611	0.655079655145892
8556_gene	-0.319876484437799	0.411744437027007	0.655079655145892
5248_gene	3.50542032556272	0.411912870053997	0.655079655145892
2752_gene	-0.308649214734596	0.412236423349129	0.655392492136908
5252_gene	-1.55491507537984	0.412205612320836	0.655392492136908
3427_gene	0.23744018464939	0.412438712259712	0.65541160272057
4369_gene	0.235288810225406	0.412407547134385	0.65541160272057
4644_gene	-0.692002907018724	0.412411750577909	0.65541160272057
10109_gene	0.220151469622064	0.412922158060134	0.656078963928879
296_gene	-0.880318860226871	0.413115769920698	0.656261251104453
2558_gene	-1.20593437237325	0.413227400903491	0.656261251104453
2564_gene	-0.172566299649763	0.413224824981918	0.656261251104453
5488_gene	-0.331688618003567	0.413389947138755	0.656326856890486
8367_gene	-0.501018939785628	0.413395733646233	0.656326856890486
787_gene	-0.276046873136564	0.414322862272939	0.657288075042932
2039_gene	0.405981254672642	0.414237967228855	0.657288075042932
4571_gene	-0.423502459139257	0.414309132267167	0.657288075042932
8758_gene	0.206288293215099	0.41451000435986	0.657288075042932
9295_gene	0.424062753381528	0.41410192889076	0.657288075042932
10391_gene	-0.727644108629175	0.414330910637793	0.657288075042932
8919_gene	3.48629147250008	0.414505464064661	0.657288075042932
10382_gene	3.48631381413276	0.414502473250114	0.657288075042932
2075_gene	0.19201104469685	0.415098898435792	0.658019944230017
8579_gene	-1.72366678906639	0.415069568573106	0.658019944230017
1474_gene	-0.196770739395576	0.415177862122304	0.658044175946609
8077_gene	0.3276020639483	0.415248222075756	0.658054765669508
10074_gene	-0.358013425426935	0.415375237484792	0.658155121767532
8908_gene	0.310608179093936	0.415553425296111	0.658336516481682
6547_gene	0.186076994995737	0.416413216797487	0.659597514160827
6787_gene	-0.379643003511829	0.416840277931581	0.660085063599778
7210_gene	-0.741000373109382	0.41691263887321	0.660085063599778
9494_gene	0.296752356687331	0.416852645672184	0.660085063599778
3693_gene	-0.642518653621353	0.417292412690674	0.660585139820072
1507_gene	-0.170631398502702	0.417578495685351	0.660902891084762
5941_gene	-0.195555904291397	0.417621044976146	0.660902891084762
196_gene	-0.322069075866848	0.418088550992659	0.66114100477714
1066_gene	-0.230808870399464	0.418145288621231	0.66114100477714
4033_gene	-0.39698733188975	0.41794063170402	0.66114100477714
6947_gene	3.45904608133547	0.418214820861124	0.66114100477714
7072_gene	0.645651551997762	0.417879904676393	0.66114100477714
8011_gene	-0.23066909274552	0.41808086935629	0.66114100477714
3664_gene	3.45901243264293	0.418219348580237	0.66114100477714
2733_gene	0.882625685236193	0.418632317062063	0.661591430573384
3915_gene	-0.593504588228552	0.418620064823386	0.661591430573384
7815_gene	-0.201116276471334	0.418710815924037	0.661614307608409
5345_gene	-0.290123960180233	0.418844145688357	0.661622653858679
9624_gene	0.265896058384605	0.418812378089435	0.661622653858679
4634_gene	-0.384783805552848	0.419021948640771	0.661802356297375
4747_gene	-0.213540166734589	0.419180473673137	0.661951560962439
7370_gene	0.240554539421492	0.419257305090111	0.661971732742736
5101_gene	0.584941218031015	0.419395733074237	0.662050176636312
9172_gene	0.69317409939678	0.419435117712206	0.662050176636312
5148_gene	-0.299067733211801	0.419506657052231	0.662061972201857
9249_gene	0.238042775879701	0.419602974140415	0.662112862233478
8883_gene	-0.598119538773443	0.41993664763234	0.662538216279787
530_gene	0.262370046396862	0.420138391555119	0.662558920272671
8118_gene	-0.539037984187863	0.420142113852023	0.662558920272671
10668_gene	-0.426948884407455	0.420057968550816	0.662558920272671
2734_gene	0.2943540830482	0.420579068190993	0.663045627869676
7867_gene	2.87834286419462	0.420573209823248	0.663045627869676
2993_gene	0.269343477346488	0.420787965536396	0.663273769959292
1533_gene	-0.188179518858092	0.420950904702424	0.663332890520373
8965_gene	-0.501651392810051	0.420953850980512	0.663332890520373
3045_gene	-0.244675808035276	0.421145794200808	0.66343302397426
10108_gene	0.213374391369734	0.421087658811646	0.66343302397426
2353_gene	-0.270875081504975	0.421922199086859	0.664554794294101
4143_gene	-0.56190209596888	0.422187117138427	0.664870720589531
7397_gene	-0.212749915932719	0.422414486702	0.665026097741997
9675_gene	-2.16995802836134	0.422399835338564	0.665026097741997
9635_gene	0.227681002506066	0.422540332203424	0.665122893067811
9977_gene	-2.16604827719151	0.422651833988126	0.66519708383084
1879_gene	0.177086852590036	0.423001079751519	0.665544025297229
5192_gene	0.289538455162213	0.422940229862833	0.665544025297229
3490_gene	2.3836223950444	0.423110187282951	0.665614351557622
309_gene	0.195595571337434	0.423297008895516	0.665715170358473
1275_gene	-0.307853833610229	0.42336430548466	0.665715170358473
1612_gene	-0.137530458820509	0.423417697273333	0.665715170358473
4573_gene	-0.488889027799282	0.423496374098762	0.665715170358473
7299_gene	0.440166777405436	0.423493675601954	0.665715170358473
7645_gene	0.588727355473425	0.423633001988416	0.665828660463618
4690_gene	-0.310449814072912	0.423702017046414	0.665835864379203
7999_gene	0.182357148875387	0.42384539785778	0.665959912036233
1938_gene	-0.774302020386709	0.424559042832507	0.666979803683662
902_gene	0.174256430761892	0.424984913773851	0.667547362659823
401_gene	0.239261314843794	0.425767464708901	0.668471738119384
2798_gene	-0.263438994081777	0.425736922115617	0.668471738119384
8158_gene	-0.37488809849622	0.425722180713292	0.668471738119384
768_gene	0.215100026615938	0.42585521332961	0.668507940839768
1681_gene	0.187753811777517	0.426213529471083	0.668867215422046
7313_gene	0.2536054774326	0.426158149031261	0.668867215422046
4414_gene	-0.186719228544165	0.426358709869217	0.66889189430522
8694_gene	0.388984497943151	0.426357729911144	0.66889189430522
6131_gene	0.173135638634081	0.426426240350392	0.668896291405731
4371_gene	0.230304698851627	0.426698455325586	0.669162628199939
8102_gene	-0.171654429093961	0.426725538981768	0.669162628199939
595_gene	0.377406326109903	0.427126858767654	0.669690329010004
1712_gene	-0.413420256437934	0.427195252476527	0.669695955566206
9309_gene	0.56810558857021	0.427372166341574	0.669871677077783
7228_gene	-0.277241265072866	0.42763842241359	0.670187360816203
1919_gene	0.239017573400431	0.427915401475453	0.670519751151983
6335_gene	0.477376380054056	0.427986382035299	0.670529301387626
8657_gene	-0.355982946552549	0.428093817419944	0.670595954103032
1153_gene	0.372414602152347	0.428386121627869	0.670952134116763
3655_gene	-0.192397049033656	0.428507513279655	0.671040557998477
3355_gene	-0.211230743700222	0.428834184282456	0.671450372784075
1358_gene	0.204806427434055	0.429164152750991	0.671646177239634
5464_gene	0.283628516954799	0.429219213711103	0.671646177239634
6565_gene	-0.198204451580672	0.429165837166163	0.671646177239634
9388_gene	-0.204062180641821	0.429048790837143	0.671646177239634
892_gene	-0.247179154343899	0.429399496766919	0.671826555577494
9097_gene	-0.173116399719936	0.429627224215922	0.672081098251187
1377_gene	0.177447678175417	0.43022579938523	0.672657918301746
1888_gene	3.36836127242415	0.430702510601511	0.672657918301746
3547_gene	0.317864047592153	0.430588428652548	0.672657918301746
4973_gene	3.36829218228577	0.430711964912198	0.672657918301746
5029_gene	3.36834579510277	0.430704628548424	0.672657918301746
5849_gene	-0.381980851794093	0.430317047928952	0.672657918301746
8510_gene	-0.390634023228096	0.430565706382601	0.672657918301746
9084_gene	0.233919063189836	0.430620455829109	0.672657918301746
53_gene	3.36836127242415	0.430702510601511	0.672657918301746
3034_gene	3.36831640841896	0.430708649805187	0.672657918301746
4999_gene	3.36831564763408	0.430708753910763	0.672657918301746
1112_gene	0.405849283507269	0.430899595485008	0.672730901424082
6014_gene	-0.265342797323344	0.430942999161464	0.672730901424082
9452_gene	-0.561495702083265	0.430953993364372	0.672730901424082
10513_gene	-0.704146584656512	0.431065595195297	0.672803482970579
9416_gene	2.44852690116989	0.431192438576895	0.672899827884873
4252_gene	1.78464309234943	0.43142648750773	0.673163418678074
5539_gene	-0.326614067372856	0.431518125286875	0.673204756448455
6350_gene	-0.306801336594474	0.431802763123474	0.673547132697054
3703_gene	0.204014459667637	0.432493603319022	0.673888084113393
6015_gene	-0.284772996829708	0.432521063799215	0.673888084113393
7638_gene	0.175504552429489	0.432366189926929	0.673888084113393
7857_gene	-0.368948336807261	0.432543029023044	0.673888084113393
7932_gene	-0.203309337391652	0.432267336708281	0.673888084113393
9415_gene	1.80334079233243	0.432257665301159	0.673888084113393
9942_gene	-1.28274441421759	0.432313199926115	0.673888084113393
5362_gene	3.35615938312884	0.432399223219889	0.673888084113393
7092_gene	-0.46572269076478	0.432908512475544	0.674254192603206
9056_gene	-0.167176889015626	0.432848283972917	0.674254192603206
4636_gene	-0.384648004649387	0.432998914972179	0.674293367589285
739_gene	0.476553477499584	0.433367162877644	0.674663492193066
8295_gene	0.3691111149185	0.433325420451622	0.674663492193066
1313_gene	-0.158132523615797	0.433476653751526	0.674732300025346
8847_gene	-0.355218143721219	0.433833528240645	0.675186096511871
568_gene	0.197805169256716	0.434302418902999	0.675516667627083
5721_gene	0.720239689920282	0.434139173003536	0.675516667627083
6061_gene	-0.248312136845123	0.434307406591285	0.675516667627083
4985_gene	3.34247714644607	0.434306299064086	0.675516667627083
3837_gene	-0.843074763507274	0.434886586960554	0.676146726801856
5843_gene	0.145238665668096	0.434967310313816	0.676146726801856
6467_gene	-0.239394397983908	0.434891926814609	0.676146726801856
7467_gene	-0.885195370850988	0.435039634846675	0.676146726801856
10657_gene	0.501439999231473	0.435012180127887	0.676146726801856
2385_gene	-1.01868403788926	0.435497828932794	0.676757077322029
5294_gene	0.345325201736734	0.435715080447833	0.676992879468938
367_gene	-0.203557187397971	0.43595076675378	0.677053685547575
729_gene	-0.18105465873079	0.43584208693312	0.677053685547575
3938_gene	-1.92496975398302	0.435936739944539	0.677053685547575
9679_gene	-0.326520845209433	0.436095098413386	0.677176070173392
7900_gene	-0.533756479668243	0.436167690519236	0.677187036331998
874_gene	-0.197100339500418	0.436906799261176	0.677520237629801
1381_gene	0.312824479201416	0.43651482766481	0.677520237629801
1387_gene	1.00592593090139	0.436896810202363	0.677520237629801
1423_gene	0.239129875544809	0.436578817519303	0.677520237629801
2939_gene	-0.673076807874062	0.436613490095254	0.677520237629801
5361_gene	-0.18840133517416	0.436723269183094	0.677520237629801
7303_gene	0.523428604631966	0.436786866192838	0.677520237629801
8169_gene	-0.191852916743209	0.43688174701312	0.677520237629801
1815_gene	-0.304071750055696	0.43707224694803	0.677675108771333
4577_gene	-0.224300532459022	0.437263557409688	0.677870027343491
7869_gene	3.31609216773336	0.437998025586766	0.678521011545481
10053_gene	3.31605622659023	0.438002990518058	0.678521011545481
10076_gene	0.270527797377116	0.437897356850828	0.678521011545481
894_gene	3.31599264676612	0.438011773564922	0.678521011545481
5133_gene	3.31609216773336	0.437998025586766	0.678521011545481
9386_gene	0.204940085668867	0.438234483390274	0.678764261294228
4942_gene	0.370494967317726	0.438438037458059	0.678966949490901
9768_gene	0.23776870232596	0.438496750619535	0.678966949490901
69_gene	0.490606373562822	0.43880119837905	0.679336566898742
5650_gene	-0.183003028814861	0.439220702827464	0.679782348812193
7630_gene	-1.15928512937459	0.439216039121671	0.679782348812193
6581_gene	0.220587022909923	0.439361107095638	0.679861381360183
10002_gene	0.256715160225776	0.439403344891103	0.679861381360183
9270_gene	-0.428986761051035	0.439581842038032	0.680035741859435
2983_gene	-0.477955653224059	0.439691883929506	0.680041027761343
5989_gene	-0.18987207935222	0.439716871250367	0.680041027761343
7996_gene	-0.556654572019547	0.439795716713831	0.680061190561234
1666_gene	-0.196476687170701	0.439987088542707	0.680255322112557
4319_gene	-0.157403450110979	0.440139472367418	0.680389126020179
8655_gene	-2.94350807910891	0.440315691851077	0.680559730719268
642_gene	0.199240008850116	0.442262625885751	0.681300608490328
1337_gene	0.568334981351983	0.441737383431647	0.681300608490328
1713_gene	0.318765581653821	0.442301203138407	0.681300608490328
1859_gene	3.28895782993169	0.44181336018087	0.681300608490328
2379_gene	-1.33384561512617	0.44189373328958	0.681300608490328
3096_gene	0.326224800000805	0.44163048129013	0.681300608490328
3100_gene	-0.263662374469607	0.440919174257448	0.681300608490328
3627_gene	-3.22227604496129	0.441895497308968	0.681300608490328
4852_gene	-0.871786760245958	0.442297747592217	0.681300608490328
6586_gene	-3.3180985933398	0.442035405645225	0.681300608490328
6661_gene	0.285433913572746	0.4409984810162	0.681300608490328
6694_gene	0.400717441472561	0.442311378204143	0.681300608490328
7550_gene	-3.31814207555801	0.442029205612854	0.681300608490328
8238_gene	-0.184029468572325	0.441475406507856	0.681300608490328
8500_gene	-1.00386150875417	0.442190657725471	0.681300608490328
8926_gene	-0.291929986190565	0.44130571671741	0.681300608490328
9592_gene	-0.154318639204714	0.441687482467703	0.681300608490328
9613_gene	0.616381333087791	0.441438868874767	0.681300608490328
10636_gene	-0.361637938442155	0.441483058062183	0.681300608490328
2842_gene	3.28891921387847	0.441818720563174	0.681300608490328
3038_gene	3.28895782993169	0.44181336018087	0.681300608490328
6575_gene	3.28895782993169	0.44181336018087	0.681300608490328
10524_gene	3.28895782993169	0.44181336018087	0.681300608490328
4370_gene	0.224965617060667	0.442611697781625	0.681635173537521
9394_gene	0.554305346939682	0.442660504123311	0.681635173537521
5014_gene	1.37208907767124	0.442958294346921	0.681890513001799
7507_gene	0.221396399446353	0.442894125406177	0.681890513001799
1256_gene	-0.279229460645766	0.443259346298884	0.681892415281022
3007_gene	-0.300809191584704	0.443382339625696	0.681892415281022
3448_gene	0.390338229089361	0.443033486683117	0.681892415281022
3451_gene	-0.276291325047028	0.443421427393891	0.681892415281022
5596_gene	0.252042792695268	0.443294746875244	0.681892415281022
6977_gene	0.325656954581809	0.443306048794169	0.681892415281022
7101_gene	-0.346420403116416	0.44310643542541	0.681892415281022
7613_gene	0.150029403455821	0.443804995828717	0.682380721156667
2483_gene	0.169149648777942	0.444128516890926	0.682710569169891
6042_gene	-0.221082555489437	0.444171537599818	0.682710569169891
7421_gene	0.390508558883956	0.444217715027903	0.682710569169891
6965_gene	1.09022998428068	0.444342000137552	0.682800034114715
1109_gene	0.145641808522827	0.444558484005231	0.683016397072937
2980_gene	0.613474573322806	0.44461498965644	0.683016397072937
116_gene	-0.224987598388918	0.444686760169728	0.683025115873063
9600_gene	-0.145203759663387	0.444778250474119	0.683064116570003
3747_gene	-0.249734791782629	0.444880941774485	0.683120304947627
4405_gene	0.165980212756819	0.444995781063593	0.683195127248725
746_gene	-0.278610893057702	0.445433687750025	0.68320007258341
885_gene	0.305133190338541	0.445409860342066	0.68320007258341
1435_gene	-0.180448343286275	0.445232292880572	0.68320007258341
3675_gene	0.372762738475134	0.445461785278403	0.68320007258341
6643_gene	0.277103203563584	0.445362735939335	0.68320007258341
9511_gene	0.235544748339436	0.445278477030158	0.68320007258341
10349_gene	-0.309465637489755	0.445408291733443	0.68320007258341
2676_gene	-0.354809497723366	0.445675159821835	0.683324495786179
6199_gene	1.35710564681861	0.445650053949042	0.683324495786179
4630_gene	0.34197084253957	0.445841856440174	0.68347867444782
3763_gene	0.287408533213351	0.446080780670752	0.683642115890782
4085_gene	-0.244907906144926	0.446021651326346	0.683642115890782
5974_gene	0.199978050837042	0.44635468677528	0.68375768353628
6514_gene	-0.4783707981023	0.446279311833792	0.68375768353628
8935_gene	0.70619539815154	0.446341975814619	0.68375768353628
315_gene	-0.155699207130994	0.446482745963458	0.683852482108548
616_gene	1.17860635316698	0.4471063003448	0.684706062205566
1978_gene	0.245862729383726	0.447317437178176	0.684911159407258
6250_gene	0.402939486732553	0.447439059140546	0.684911159407258
7365_gene	-0.152050783915296	0.44739448231738	0.684911159407258
5590_gene	0.366123951183002	0.447687137212071	0.685087942536582
7122_gene	0.434059075375641	0.447669320950743	0.685087942536582
7132_gene	0.252033396830365	0.447908968587163	0.685224468005883
7746_gene	-0.176427856219481	0.447888798980203	0.685224468005883
1738_gene	0.355090947204954	0.448133182268227	0.685364556098839
2795_gene	0.648131876071567	0.448112511173487	0.685364556098839
6513_gene	-0.222290528515842	0.448353342333516	0.685599798708871
5601_gene	-0.840226774464271	0.448493267122133	0.685712298038189
2239_gene	0.222473722922825	0.448672169382978	0.685873331257464
8979_gene	0.203582292841527	0.448731332749343	0.685873331257464
1082_gene	0.157830241888703	0.449142868679437	0.686313226206907
2461_gene	-0.227912091729465	0.449290456611933	0.686313226206907
5168_gene	-1.06410780786136	0.449311513939797	0.686313226206907
5830_gene	0.21868139762017	0.449351198811296	0.686313226206907
7347_gene	-0.225895551073698	0.449156248502683	0.686313226206907
649_gene	-0.290902964473858	0.449701380993928	0.686442255715103
2975_gene	0.950860843603522	0.449642783152555	0.686442255715103
7992_gene	-0.206518844412484	0.449510725286762	0.686442255715103
6453_gene	-1.86906910675579	0.449604615130145	0.686442255715103
9799_gene	-0.397645633873772	0.450006122502685	0.686805976952111
1222_gene	-0.694437424042061	0.450167290909825	0.686875151459509
5103_gene	-1.4838663805276	0.450184381733622	0.686875151459509
692_gene	-0.178093988540336	0.451252358383405	0.687188498789667
1335_gene	-1.07140941354024	0.451036579208549	0.687188498789667
1411_gene	-0.13063122212043	0.45122210800339	0.687188498789667
1560_gene	-0.200716687581522	0.450530843270178	0.687188498789667
3932_gene	0.668285200860216	0.451128437204984	0.687188498789667
5628_gene	0.198282976348615	0.450461215658467	0.687188498789667
6255_gene	0.451248724284261	0.450697133874831	0.687188498789667
8825_gene	-1.49624915170543	0.451309131450936	0.687188498789667
9442_gene	-2.60979983008686	0.450981614410878	0.687188498789667
9735_gene	0.409288338528164	0.450719529573475	0.687188498789667
10397_gene	0.713012725687581	0.450835828079703	0.687188498789667
10752_gene	0.857180629850568	0.451320722013303	0.687188498789667
6890_gene	1.63413110644619	0.450869533577142	0.687188498789667
7777_gene	1.42429222403816	0.451123261690589	0.687188498789667
5571_gene	-0.178415394906984	0.45142440657469	0.687245111600302
7047_gene	0.607042241826624	0.451824139988112	0.687676599910725
10672_gene	-0.230591444188292	0.45184092446234	0.687676599910725
3287_gene	0.476899676932828	0.451975575242762	0.687780237749772
4868_gene	1.03790165565835	0.45211307005827	0.687888172258857
5672_gene	0.200465518649858	0.452314610796066	0.687992226665668
8987_gene	-0.263789693554071	0.45231418942943	0.687992226665668
2593_gene	-0.343123864135722	0.452479706186134	0.688040801019352
5105_gene	0.192196127281592	0.452479221757354	0.688040801019352
2714_gene	0.437349313481314	0.452874715118745	0.688342506723536
5206_gene	0.657619774442412	0.452877946895038	0.688342506723536
5227_gene	0.769494367186946	0.452808182775314	0.688342506723536
6269_gene	-0.627999766078914	0.453235648667653	0.688657975817932
8852_gene	-0.890522653876256	0.453170132942847	0.688657975817932
9672_gene	0.353226703854695	0.453285422054729	0.688657975817932
2824_gene	0.377795738127556	0.453559874550496	0.688669959389484
3249_gene	0.253480061895823	0.453536568443904	0.688669959389484
3250_gene	-0.162994642887561	0.453467483040738	0.688669959389484
7041_gene	0.27683566470867	0.45338811250446	0.688669959389484
2626_gene	-0.649754445518918	0.453831088063869	0.688809995419998
2717_gene	0.385598300708745	0.453852066848729	0.688809995419998
7808_gene	0.430145457142533	0.45383797319157	0.688809995419998
8518_gene	0.385419290495984	0.454154496550486	0.68916777787852
29_gene	1.27108578002039	0.454498994031056	0.689402411204803
8105_gene	-0.153698059794067	0.454409061345421	0.689402411204803
9704_gene	0.734369273848059	0.45450925368089	0.689402411204803
6060_gene	0.492662761969793	0.454583841023024	0.68941435473025
5646_gene	-0.21820266404519	0.45487515082373	0.689754924227796
7796_gene	-0.329928614458266	0.455253817970215	0.690227839627964
2407_gene	1.25330195962971	0.455388691644381	0.690331045834389
311_gene	0.306262991384353	0.455541767093902	0.690419555665673
9606_gene	0.486961206440256	0.455580699640432	0.690419555665673
953_gene	-0.176574655833748	0.455651642572835	0.690425817353031
5614_gene	-0.225428196755486	0.456009953977859	0.690766177720199
8456_gene	1.30504519067278	0.455974058685151	0.690766177720199
1177_gene	0.33826624997481	0.456087010243153	0.690781645002601
7034_gene	0.258303451053918	0.456255256343276	0.690935202088425
741_gene	0.332948604643998	0.4565770404708	0.690973621431151
1900_gene	-3.21664914409649	0.456637089049993	0.690973621431151
5081_gene	-0.282609361711581	0.456681810951689	0.690973621431151
5901_gene	0.223717482352794	0.456382034276504	0.690973621431151
9843_gene	-3.21658027687681	0.456647093143835	0.690973621431151
8592_gene	-3.21658027687681	0.456647093143835	0.690973621431151
5554_gene	0.346626684933913	0.457168692711705	0.691609028031439
2073_gene	0.173698054937436	0.45748548989226	0.691986980759165
9603_gene	0.287901959243703	0.457798375968323	0.69235890783794
3200_gene	-0.932090600327774	0.458225451581645	0.692903397226326
2639_gene	0.771627278225785	0.458454146165247	0.69314779026652
2150_gene	-0.463987009685441	0.458701142078919	0.693216964352669
4162_gene	-0.66049638506458	0.458640593342717	0.693216964352669
10230_gene	-0.196493732499224	0.458698380850192	0.693216964352669
2562_gene	-0.644755119243738	0.459460604966807	0.693688483745481
2741_gene	-0.117506369959349	0.459431120330966	0.693688483745481
2819_gene	0.311974777730823	0.459323483356514	0.693688483745481
6501_gene	2.00285716175121	0.459338130140819	0.693688483745481
7378_gene	0.561453220366325	0.459483033795028	0.693688483745481
9541_gene	0.484585114020293	0.45917222024121	0.693688483745481
6865_gene	1.70106572304845	0.459239798014195	0.693688483745481
3289_gene	-0.315984075695514	0.459974078544384	0.694226979359962
3743_gene	-0.245359408401059	0.459973287326865	0.694226979359962
547_gene	0.246682371579015	0.460063547650566	0.694260616445817
3764_gene	0.259746346450118	0.460266877486117	0.69441529067584
8143_gene	0.232653375965529	0.460367636580238	0.69441529067584
10745_gene	0.208183499625543	0.460348989801116	0.69441529067584
5963_gene	-0.220259202523467	0.460586040199619	0.69464333616796
5767_gene	0.783883075605979	0.46079122779008	0.694851385959825
9268_gene	-0.235740936539707	0.461085888297799	0.69519427628676
9060_gene	-0.199149237007183	0.461263796079517	0.695361060348028
7275_gene	-0.343270257025819	0.461476985674971	0.695580975782548
2055_gene	-0.139700816540428	0.46172340712911	0.69565111208867
5757_gene	0.172518687620012	0.461607658320939	0.69565111208867
9291_gene	-0.178732879535023	0.461725467177878	0.69565111208867
916_gene	0.170499129004542	0.462014248190911	0.695883288267727
5627_gene	-0.194240938874148	0.461960432730802	0.695883288267727
3290_gene	0.617386198375707	0.462202720421579	0.696065711576304
2082_gene	1.94183875415892	0.462389760994404	0.696146370833928
10086_gene	-0.683927065431866	0.462391009232057	0.696146370833928
9107_gene	0.332588524041296	0.462553309647345	0.696289279227337
1274_gene	-0.266145294614197	0.462864733000572	0.696555140647722
10213_gene	0.530593168355327	0.46282181402738	0.696555140647722
5424_gene	-0.338038669015869	0.462975672750969	0.696569326448196
6444_gene	-0.384837288496077	0.463008970715373	0.696569326448196
6305_gene	0.258804349665843	0.46331077182279	0.696921909172738
6629_gene	-0.138013217415393	0.463441754753682	0.697017478332783
2335_gene	-0.500843943164997	0.463619218525567	0.697094377281645
3316_gene	0.320069293051369	0.463695253477262	0.697094377281645
8358_gene	-0.174882797401458	0.463639373252765	0.697094377281645
318_gene	0.296051057651307	0.463836854573429	0.697104429197471
9737_gene	0.478745619417468	0.463797077368274	0.697104429197471
6889_gene	-0.320292069799147	0.46400936138707	0.697172575875017
9460_gene	0.321709694823315	0.464147413894993	0.697172575875017
9571_gene	-0.780961201418828	0.464152053611391	0.697172575875017
10766_gene	2.62838003279713	0.464030445599983	0.697172575875017
4671_gene	0.430313871447962	0.464546418187716	0.697554298597621
5355_gene	-0.307864341228981	0.464568132799886	0.697554298597621
9542_gene	-0.874646728354224	0.464608693366308	0.697554298597621
3574_gene	0.168257062217792	0.46531334158443	0.69828043912927
3840_gene	3.1229712970731	0.465564713770235	0.69828043912927
48_gene	3.12302701423886	0.465556754081257	0.69828043912927
